label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38
jazz,-294.09063720703125,111.17650604248047,41.474342346191406,12.399625778198242,5.420995235443115,13.44727611541748,3.9738118648529053,5.84915828704834,-1.648080825805664,-0.8842960000038147,-4.249082088470459,1.537288784980774,0.5630209445953369,-0.6394362449645996,-2.603180408477783,1.6918340921401978,0.2802422344684601,1.8391375541687012,1.9705922603607178,0.9447073340415955,0.24332085251808167,0.19318220019340515,0.30700165033340454,0.2922341525554657,0.4565456211566925,0.26640045642852783,0.23209460079669952,0.28424519300460815,0.18178190290927887,0.22771279513835907,0.13743500411510468,0.20619326829910278,18.636798157745883,17.949837436241687,23.195772404153534,23.07758184106441,19.581196372650062,16.282836625708956,44.30688588603736
jazz,-323.3048400878906,110.29784393310547,51.104461669921875,20.921627044677734,10.552155494689941,14.61157512664795,6.310396194458008,6.006398677825928,-2.9646928310394287,-4.42794942855835,-7.317809104919434,-1.182508111000061,-0.9916871786117554,-1.5023030042648315,-2.8274571895599365,-0.320125550031662,-2.1852056980133057,-0.007082131691277027,2.1689350605010986,1.5099035501480103,0.24555955827236176,0.17823724448680878,0.26156917214393616,0.22908595204353333,0.3640348017215729,0.20008398592472076,0.27388012409210205,0.4419673979282379,0.20790332555770874,0.16887493431568146,0.10894142091274261,0.1760927140712738,20.166878978949736,21.400760592680268,23.937701714763612,24.58329658020714,22.683749014152905,20.391685027465147,39.32668039387281
jazz,-249.51551818847656,133.73226928710938,48.61192321777344,30.95189666748047,20.876005172729492,19.074682235717773,7.4544267654418945,4.579024791717529,-2.3488659858703613,-2.646000862121582,-6.226877689361572,-2.5970280170440674,-4.64825963973999,-5.521443843841553,-3.640068531036377,-1.5859277248382568,-6.181528568267822,-5.774277210235596,-4.247366905212402,-3.889253854751587,0.28902214765548706,0.2082604467868805,0.30209943652153015,0.2075180858373642,0.15657152235507965,0.28114402294158936,0.28061386942863464,0.4657536447048187,0.25270989537239075,0.19449074566364288,0.3945188522338867,0.2404010146856308,22.575863445737802,21.227782731340426,22.47467638740402,18.796831353031983,18.157602480952548,15.84401360389918,45.676532247620656
jazz,-284.31353759765625,141.77737426757812,53.48612976074219,26.8489933013916,19.370098114013672,17.86619758605957,6.347584247589111,3.3226897716522217,-3.1863880157470703,-3.872771978378296,-6.679231643676758,-4.444817543029785,-6.25485897064209,-6.754892826080322,-3.11130690574646,-0.5351871848106384,-6.1006059646606445,-7.24346399307251,-5.6025285720825195,-5.509637355804443,0.2310289591550827,0.16071702539920807,0.2464156150817871,0.14845098555088043,0.112056203186512,0.24206902086734772,0.28413087129592896,0.5107585191726685,0.26129287481307983,0.18481747806072235,0.4455995559692383,0.2283438742160797,24.04986073154478,22.537519238290137,23.65504737474052,19.804823997956863,19.849938380580028,17.560323996252475,44.63152587316575
jazz,-307.010986328125,128.58984375,55.04374313354492,25.99878692626953,19.315414428710938,20.937957763671875,13.815974235534668,10.606588363647461,2.846379280090332,0.17774592339992523,-6.114155292510986,-6.776545524597168,-10.590007781982422,-12.611251831054688,-7.644412994384766,-2.3567047119140625,-5.704283237457275,-7.5521955490112305,-6.522074222564697,-5.282451152801514,0.15829922258853912,0.12636356055736542,0.17440426349639893,0.12192593514919281,0.17028187215328217,0.346986323595047,0.4172495901584625,0.6887592673301697,0.2721599340438843,0.2451360523700714,0.4811543822288513,0.2161819040775299,25.036519031655757,24.088636793878077,20.554055449446345,20.815735008536553,19.84791361663745,16.618234298927185,43.51410708091036
rock,-49.87319564819336,107.22075653076172,-23.14689826965332,29.853496551513672,-12.002800941467285,7.902254104614258,-2.096200942993164,0.6468375325202942,-7.462533950805664,5.142507076263428,1.1004018783569336,0.3027414381504059,-3.962414503097534,3.9214653968811035,-8.268118858337402,-1.7468005418777466,-6.43233585357666,-2.5901122093200684,-5.221686363220215,-1.5826307535171509,0.30949902534484863,0.3619362711906433,0.5176125764846802,0.3782217502593994,0.520094633102417,0.39059343934059143,0.4022831320762634,0.4115762710571289,0.37212061882019043,0.3914473354816437,0.3400717079639435,0.42544230818748474,21.946502743518952,14.278347709652522,17.611788311049807,16.693591098243687,16.782096061845714,18.70042836438914,49.584394034639665
rock,-26.47429656982422,102.64083862304688,-26.564462661743164,31.3237247467041,-11.906320571899414,8.161056518554688,-4.353161811828613,3.672863483428955,-5.181158542633057,3.9167182445526123,-2.506972551345825,3.0279054641723633,-4.994783878326416,4.857905864715576,-7.850502967834473,-2.7721023559570312,-4.77186918258667,-0.4221237599849701,-3.2632462978363037,-2.05316424369812,0.31238698959350586,0.34617963433265686,0.4757395386695862,0.34656068682670593,0.45821160078048706,0.3504089415073395,0.3577747344970703,0.3871851861476898,0.3646310865879059,0.44063207507133484,0.36407187581062317,0.42018452286720276,21.18769278085003,14.138269701582008,17.897277930979335,17.48196173476123,17.521240678798634,18.623493870444833,50.47700007937277
rock,-60.77070236206055,96.65117645263672,-13.689637184143066,25.935503005981445,-10.193249702453613,12.369132995605469,-3.1851108074188232,0.3491833209991455,-6.027515411376953,6.959469795227051,-0.029851913452148438,3.719193696975708,-4.389809608459473,2.453239679336548,-6.732423305511475,-1.1777327060699463,-5.539229869842529,-1.0233452320098877,-3.3463573455810547,-0.6805657744407654,0.2658081352710724,0.2858394384384155,0.4332675337791443,0.32353559136390686,0.4354180097579956,0.3174247741699219,0.4020082950592041,0.41927045583724976,0.32543879747390747,0.3586648106575012,0.29421788454055786,0.3752271234989166,21.314432754760208,15.18922744601371,18.948762565189753,18.01482993125643,18.157055177267537,18.11266757758177,49.476827794184025
rock,-75.2042236328125,68.1003189086914,11.068436622619629,16.9129695892334,12.598639488220215,7.1512675285339355,0.3667973577976227,7.140021800994873,-5.603971004486084,9.495757102966309,-0.8673908114433289,3.3011510372161865,-1.034561038017273,4.6531453132629395,-1.0798007249832153,4.585153102874756,-5.604703426361084,3.0336244106292725,-3.859551429748535,-3.5237975120544434,0.34125396609306335,0.3813393712043762,0.33541980385780334,0.38980549573898315,0.2706892192363739,0.3109510540962219,0.3906755745410919,0.4646680951118469,0.6068899631500244,0.47282829880714417,0.3734227120876312,0.4232816994190216,21.245466455510492,16.040460984493112,19.2800254986907,18.48192263953645,19.82116473287296,18.90177521745351,46.7442243687818
rock,-41.08924102783203,61.70645523071289,6.889659404754639,18.224578857421875,9.667128562927246,6.438168048858643,-0.8545083403587341,4.520406723022461,-7.111047744750977,8.079029083251953,-1.09884512424469,2.491551160812378,-0.6915566921234131,3.6062448024749756,-2.47548770904541,3.2574379444122314,-4.003639221191406,3.2689313888549805,-3.848729133605957,-2.9522643089294434,0.3812016248703003,0.392356276512146,0.33820950984954834,0.4153001606464386,0.30748677253723145,0.3151569068431854,0.37013423442840576,0.43649226427078247,0.6383163928985596,0.5201376080513,0.38895493745803833,0.40738603472709656,19.957263700436872,15.390479689748041,18.868713283891488,17.351349227642608,18.22041277175223,18.08580920894104,46.33400547925101
rock,-59.94832992553711,63.645084381103516,6.285923957824707,11.718475341796875,8.11768913269043,4.7493672370910645,-0.19855231046676636,6.253438949584961,-4.463054180145264,9.145733833312988,-1.1852803230285645,2.5724587440490723,-0.4884776771068573,3.094498634338379,-3.702916145324707,2.506216049194336,-4.408289909362793,3.882636308670044,-3.0443613529205322,-3.7580347061157227,0.31535232067108154,0.35958120226860046,0.3246300518512726,0.4213561713695526,0.27416133880615234,0.27588343620300293,0.3706272840499878,0.4014861285686493,0.5675444006919861,0.4265003204345703,0.34493157267570496,0.36438387632369995,19.875718649218904,15.246966819206921,18.881527655567012,18.555633392846662,19.451895263547193,18.135744718688922,45.16163558764297
rock,-86.46794891357422,82.90734100341797,-0.1159408763051033,33.878074645996094,1.869235634803772,15.960615158081055,2.050497531890869,6.329812049865723,-2.609912395477295,2.8716723918914795,-0.8363467454910278,1.4074835777282715,-3.434368848800659,-0.21668770909309387,-3.3602495193481445,0.09285201132297516,-2.7921066284179688,4.441514015197754,0.9492496848106384,3.133910655975342,0.44629180431365967,0.37447047233581543,0.44332462549209595,0.4485388696193695,0.6270812153816223,0.4530676603317261,0.4983817934989929,0.36249279975891113,0.29663532972335815,0.3422074317932129,0.37864503264427185,0.5472469329833984,20.81562498770135,14.260302141442846,18.39582944930894,17.66607670146966,18.091360481986626,17.785265253951007,49.57477213595246
rock,1.555092453956604,66.88135528564453,-5.949023246765137,34.598304748535156,-4.0470991134643555,14.806018829345703,0.08646900206804276,9.285857200622559,-3.7221758365631104,7.090647220611572,0.7623502016067505,-0.905404269695282,-5.692774295806885,0.8429445028305054,-2.8752224445343018,0.5750277042388916,-3.3446500301361084,4.124358654022217,-0.8797017931938171,1.1582014560699463,0.41261187195777893,0.34418901801109314,0.4594282805919647,0.4001741111278534,0.47852906584739685,0.4014061689376831,0.4359157383441925,0.5333963632583618,0.35295435786247253,0.37232351303100586,0.35989245772361755,0.46102261543273926,21.138839247246334,13.205749741437941,17.464364226230163,17.59839246819484,17.409931737706053,16.799242848008774,49.91328886286431
